item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L149_2643,149,2643,point,0.74,0.74,,2,,,,no,no,Probing Results,,,,,,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2670,149,2670,point,0.60,0.6,,2,,,,no,no,Probing Results,,,,,,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2701,149,2701,point,0.84,0.84,,2,,,,no,no,Probing Results,,,,,,"both below the answer of 0.84 (-0.09 [-0.16,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2710,149,2710,point,0.09,0.09,,2,,,,no,no,Probing Results,,,,,,"both below the answer of 0.84 (-0.09 [-0.16,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2719,149,2719,point,0.16,0.16,,2,,,,no,no,Probing Results,,,,,,"both below the answer of 0.84 (-0.09 [-0.16,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2728,149,2728,point,0.03,0.03,,2,,,,no,no,Probing Results,,,,,,"-0.03] and -0.24 [-0.32,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2741,149,2741,point,0.24,0.24,,2,,,,no,no,Probing Results,,,,,,"-0.03] and -0.24 [-0.32,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2750,149,2750,point,0.32,0.32,,2,,,,no,no,Probing Results,,,,,,"-0.03] and -0.24 [-0.32,","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2759,149,2759,point,0.15,0.15,,2,,,,no,no,Probing Results,,,,,,"-0.15]),","\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L149_2821,149,2821,point,0.84,0.84,,2,,,,no,no,Probing Results,,,,,,while a probe on the answer state matches the answer (0.84).,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.",,
L153_138,153,138,point,0.68,0.68,,2,,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_144,153,144,percent,95,95.0,,0,,%,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_168,153,168,interval,0.63 to 0.72,0.63,0.72,2,2,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_208,153,208,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,"with the audio it scores 0.62 (0.56 to 0.67),","Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_214,153,214,interval,0.56 to 0.67,0.56,0.67,2,2,,,no,yes,Probing Results,,,,,,"with the audio it scores 0.62 (0.56 to 0.67),","Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_273,153,273,point,0.06,0.06,,2,,,,no,yes,Probing Results,,,,,,and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01):,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_324,153,324,range,-0.12$ to $+0.01,-0.12,0.01,2,2,,,no,yes,Probing Results,,,,,,and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01):,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_423,153,423,point,0.68,0.68,,2,,,,no,yes,Probing Results,,,,,,On ADReSSo the pair is 0.68 and 0.66.,On ADReSSo the pair is 0.68 and 0.66.,,,
L153_432,153,432,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,On ADReSSo the pair is 0.68 and 0.66.,On ADReSSo the pair is 0.68 and 0.66.,,,
L153_536,153,536,point,0.83,0.83,,2,,,,no,yes,Probing Results,,,,,,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments,","On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_578,153,578,percent,96,96.0,,0,,%,,no,yes,Probing Results,,,,,,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments,","On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_652,153,652,point,0.83,0.83,,2,,,,no,yes,Probing Results,,,,,,and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_700,153,700,point,0.81,0.81,,2,,,,no,yes,Probing Results,,,,,,and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_814,153,814,point,0.95,0.95,,2,,,,no,yes,Probing Results,,,,,,Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it;,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_847,153,847,point,0.58,0.58,,2,,,,no,yes,Probing Results,,,,,,Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it;,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_964,153,964,point,0.99,0.99,,2,,,,no,yes,Probing Results,,,,,,"the same test gives 0.99 within and 0.39 to 0.61 on conflict,","Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_980,153,980,range,0.39 to 0.61,0.39,0.61,2,2,,,no,yes,Probing Results,,,,,,"the same test gives 0.99 within and 0.39 to 0.61 on conflict,","Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_1035,153,1035,integer,19,19.0,,0,,,,no,yes,Probing Results,,,,,,on a small conflict group of 19.,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L160_33,160,33,integer,30,30.0,,0,,s,,no,no,Conflict Test Results,,,,,,\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,,,
L160_163,160,163,integer,483,483.0,,0,,,,no,no,Conflict Test Results,,,,,,"483 conflict segments paired with agreement segments of the same speakers (311 distinct),","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,,
L160_238,160,238,integer,311,311.0,,0,,,,no,no,Conflict Test Results,,,,,,"483 conflict segments paired with agreement segments of the same speakers (311 distinct),","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,,
L160_253,160,253,integer,138,138.0,,0,,,,no,no,Conflict Test Results,,,,,,138 speakers.,"Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,,
L160_315,160,315,integer,146,146.0,,0,,,,no,no,Conflict Test Results,,,,,,unpaired arms of 146 and 322 segments from 100 and 175 speakers.,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",,
L160_323,160,323,integer,322,322.0,,0,,,,no,no,Conflict Test Results,,,,,,unpaired arms of 146 and 322 segments from 100 and 175 speakers.,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",,
L160_341,160,341,integer,100,100.0,,0,,,,no,no,Conflict Test Results,,,,,,unpaired arms of 146 and 322 segments from 100 and 175 speakers.,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",,
L160_349,160,349,integer,175,175.0,,0,,,,no,no,Conflict Test Results,,,,,,unpaired arms of 146 and 322 segments from 100 and 175 speakers.,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.","Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",,
L168_34,168,34,point,0.23,0.23,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Depression Conflict,Qwen2-Audio,Depression Conflict,,0.23,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L168_41,168,41,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Depression Agree.,Qwen2-Audio,Depression Agree.,,0.96,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L168_48,168,48,point,0.41,0.41,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Alzheimer's Conflict,Qwen2-Audio,Alzheimer's Conflict,,0.41,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L168_55,168,55,point,0.70,0.7,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Alzheimer's Agree.,Qwen2-Audio,Alzheimer's Agree.,,0.70,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L169_34,169,34,point,0.22,0.22,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Depression Conflict,Qwen2.5-Omni,Depression Conflict,,0.22,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L169_41,169,41,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Depression Agree.,Qwen2.5-Omni,Depression Agree.,,0.96,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L169_48,169,48,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Alzheimer's Conflict,Qwen2.5-Omni,Alzheimer's Conflict,,0.53,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L169_55,169,55,point,0.71,0.71,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Alzheimer's Agree.,Qwen2.5-Omni,Alzheimer's Agree.,,0.71,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L170_34,170,34,point,0.30,0.3,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Depression Conflict,Qwen3-Omni,Depression Conflict,,0.30,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L170_41,170,41,point,0.97,0.97,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Depression Agree.,Qwen3-Omni,Depression Agree.,,0.97,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L170_48,170,48,point,0.61,0.61,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Alzheimer's Conflict,Qwen3-Omni,Alzheimer's Conflict,,0.61,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L170_55,170,55,point,0.82,0.82,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Alzheimer's Agree.,Qwen3-Omni,Alzheimer's Agree.,,0.82,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L171_34,171,34,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Depression Conflict,Audio Flamingo 2,Depression Conflict,,0.53,Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L171_41,171,41,point,0.63,0.63,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Depression Agree.,Audio Flamingo 2,Depression Agree.,,0.63,Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L171_48,171,48,point,0.58,0.58,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Alzheimer's Conflict,Audio Flamingo 2,Alzheimer's Conflict,,0.58,Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L171_55,171,55,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Alzheimer's Agree.,Audio Flamingo 2,Alzheimer's Agree.,,0.53,Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L172_34,172,34,point,0.42,0.42,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Depression Conflict,Audio Flamingo 3,Depression Conflict,,0.42,Audio Flamingo 3 & 0.42 & 0.84 & 0.61 & 0.59,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L172_41,172,41,point,0.84,0.84,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Depression Agree.,Audio Flamingo 3,Depression Agree.,,0.84,Audio Flamingo 3 & 0.42 & 0.84 & 0.61 & 0.59,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L172_48,172,48,point,0.61,0.61,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Alzheimer's Conflict,Audio Flamingo 3,Alzheimer's Conflict,,0.61,Audio Flamingo 3 & 0.42 & 0.84 & 0.61 & 0.59,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L172_55,172,55,point,0.59,0.59,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Alzheimer's Agree.,Audio Flamingo 3,Alzheimer's Agree.,,0.59,Audio Flamingo 3 & 0.42 & 0.84 & 0.61 & 0.59,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L173_34,173,34,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Depression Conflict,Kimi-Audio,Depression Conflict,,0.53,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L173_41,173,41,point,0.89,0.89,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Depression Agree.,Kimi-Audio,Depression Agree.,,0.89,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L173_48,173,48,point,0.72,0.72,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Alzheimer's Conflict,Kimi-Audio,Alzheimer's Conflict,,0.72,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L173_55,173,55,point,0.72,0.72,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Alzheimer's Agree.,Kimi-Audio,Alzheimer's Agree.,,0.72,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same ",
L178_2,178,2,word,Six,6.0,,0,,word,,no,yes,Conflict Test Results,,,,,,"% Six of nine models fall to 0.36 or lower where the words point away from the label,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_29,178,29,point,0.36,0.36,,2,,,,no,yes,Conflict Test Results,,,,,,"% Six of nine models fall to 0.36 or lower where the words point away from the label,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_96,178,96,point,0.29,0.29,,2,,,,no,yes,Conflict Test Results,,,,,,"as low as 0.29,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_116,178,116,range,0.87 to 0.93,0.87,0.93,2,2,,,no,yes,Conflict Test Results,,,,,,while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict);,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_227,178,227,point,0.47,0.47,,2,,,,no,yes,Conflict Test Results,,,,,,MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_247,178,247,point,0.52,0.52,,2,,,,no,yes,Conflict Test Results,,,,,,MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_389,178,389,point,0.41,0.41,,2,,,,no,yes,Conflict Test Results,,,,,,On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L178_402,178,402,point,0.70,0.7,,2,,,,no,yes,Conflict Test Results,,,,,,0.70 on agreement;,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
