row,seg_uid,clip,speaker,arm,pair_id,fold,p_yes,answer_mass,p_yes_sft,p_yes_rule3_literal,answer_mass_rule3_literal,prompt
719,a003133,agreement_438_a003133.wav,438,agreement,236,2,0.0149687101,0.9962020209,0.0074030142,0.0149687254,0.9962032465,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
720,a003161,agreement_439_a003161.wav,439,agreement,237,1,0.0275988623,0.9975342974,0.0194193479,0.0275988836,0.9975348096,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
721,a003181,agreement_439_a003181.wav,439,agreement,238,1,0.3488029819,0.9974353015,0.2227001488,0.3488029681,0.9974361956,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
722,a003202,agreement_440_a003202.wav,440,agreement,239,4,0.9365420688,0.9990148917,0.8902942538,0.9365420395,0.9990153685,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
723,a003196,agreement_440_a003196.wav,440,agreement,240,4,0.3488625278,0.9986170232,0.2068940550,0.3488624750,0.9986178577,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
724,a003196,agreement_440_a003196.wav,440,agreement,241,4,0.3488625278,0.9986170232,0.2068940550,0.3488624750,0.9986178577,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
725,a003206,agreement_440_a003206.wav,440,agreement,242,4,0.6226894666,0.9978038967,0.4455295503,0.6226894277,0.9978048205,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
726,a003205,agreement_440_a003205.wav,440,agreement,243,4,0.5001218912,0.9986580312,0.2877678275,0.5001218165,0.9986586571,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
727,a003229,agreement_441_a003229.wav,441,agreement,244,4,0.9243199303,0.9990276247,0.8438951373,0.9243198951,0.9990282431,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
728,a003225,agreement_441_a003225.wav,441,agreement,245,4,0.5316392095,0.9992090464,0.3140505552,0.5316391944,0.9992095232,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
729,a003223,agreement_441_a003223.wav,441,agreement,246,4,0.1192577108,0.9980209917,0.0695417449,0.1192577388,0.9980216324,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
730,a003259,agreement_443_a003259.wav,443,agreement,247,3,0.7567164039,0.9984691888,0.6584175229,0.7567162684,0.9984710217,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
731,a003309,agreement_445_a003309.wav,445,agreement,248,3,0.9929927232,0.9986305595,0.9938070178,0.9929927142,0.9986321293,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
732,a003309,agreement_445_a003309.wav,445,agreement,249,3,0.9929927232,0.9986305595,0.9938070178,0.9929927142,0.9986321293,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
733,a003302,agreement_445_a003302.wav,445,agreement,250,3,0.4713944164,0.9981969893,0.4148988128,0.4713944327,0.9981985986,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
734,a003323,agreement_446_a003323.wav,446,agreement,251,2,0.0203405609,0.9935704377,0.0074606435,0.0203405707,0.9935714211,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
735,a003344,agreement_447_a003344.wav,447,agreement,252,3,0.7199454660,0.9979363978,0.5698526502,0.7199450194,0.9979384243,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
736,a003346,agreement_447_a003346.wav,447,agreement,253,3,0.0049131829,0.9984435579,0.0034296035,0.0049131845,0.9984440985,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
737,a003353,agreement_447_a003353.wav,447,agreement,254,3,0.0180359605,0.9984770641,0.0091256378,0.0180359640,0.9984774925,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
738,a003353,agreement_447_a003353.wav,447,agreement,255,3,0.0180359605,0.9984770641,0.0091256378,0.0180359640,0.9984774925,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
739,a003353,agreement_447_a003353.wav,447,agreement,256,3,0.0180359605,0.9984770641,0.0091256378,0.0180359640,0.9984774925,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
740,a003392,agreement_448_a003392.wav,448,agreement,257,0,0.9707117332,0.9992312696,0.9433475733,0.9707117000,0.9992319178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
741,a003392,agreement_448_a003392.wav,448,agreement,258,0,0.9707117332,0.9992312696,0.9433475733,0.9707117000,0.9992319178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
742,a003370,agreement_448_a003370.wav,448,agreement,259,0,0.9363022069,0.9989650622,0.8872045875,0.9363021503,0.9989656955,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
743,a003385,agreement_448_a003385.wav,448,agreement,260,0,0.9948042997,0.9989431058,0.9912885427,0.9948042881,0.9989441959,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
744,a003392,agreement_448_a003392.wav,448,agreement,261,0,0.9707117332,0.9992312696,0.9433475733,0.9707117000,0.9992319178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
745,a003370,agreement_448_a003370.wav,448,agreement,262,0,0.9363022069,0.9989650622,0.8872045875,0.9363021503,0.9989656955,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
746,a003392,agreement_448_a003392.wav,448,agreement,263,0,0.9707117332,0.9992312696,0.9433475733,0.9707117000,0.9992319178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
747,a003392,agreement_448_a003392.wav,448,agreement,264,0,0.9707117332,0.9992312696,0.9433475733,0.9707117000,0.9992319178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
748,a003417,agreement_449_a003417.wav,449,agreement,265,1,0.2454124147,0.9936745912,0.1259227693,0.2454124371,0.9936762005,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
749,a003483,agreement_451_a003483.wav,451,agreement,266,2,0.9757553116,0.9976788294,0.9603611827,0.9757552016,0.9976811409,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
750,a003462,agreement_451_a003462.wav,451,agreement,267,2,0.8524097718,0.9967186451,0.7461389899,0.8524095592,0.9967206419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
751,a003462,agreement_451_a003462.wav,451,agreement,268,2,0.8524097718,0.9967186451,0.7461389899,0.8524095592,0.9967206419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
752,a003483,agreement_451_a003483.wav,451,agreement,269,2,0.9757553116,0.9976788294,0.9603611827,0.9757552016,0.9976811409,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
753,a003461,agreement_451_a003461.wav,451,agreement,270,2,0.9708051645,0.9972406942,0.9425067902,0.9708050774,0.9972424414,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
754,a003462,agreement_451_a003462.wav,451,agreement,271,2,0.8524097718,0.9967186451,0.7461389899,0.8524095592,0.9967206419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
755,a003493,agreement_452_a003493.wav,452,agreement,272,3,0.8941964744,0.9990409762,0.8031737804,0.8941963508,0.9990417808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
756,a003493,agreement_452_a003493.wav,452,agreement,273,3,0.8941964744,0.9990409762,0.8031737804,0.8941963508,0.9990417808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
757,a003493,agreement_452_a003493.wav,452,agreement,274,3,0.8941964744,0.9990409762,0.8031737804,0.8941963508,0.9990417808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
758,a003493,agreement_452_a003493.wav,452,agreement,275,3,0.8941964744,0.9990409762,0.8031737804,0.8941963508,0.9990417808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
759,a003525,agreement_454_a003525.wav,454,agreement,276,2,0.9925630016,0.9974906463,0.9881309271,0.9925629160,0.9974946356,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
760,a003525,agreement_454_a003525.wav,454,agreement,277,2,0.9925630016,0.9974906463,0.9881309271,0.9925629160,0.9974946356,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
761,a003534,agreement_454_a003534.wav,454,agreement,278,2,0.6677384487,0.9854562879,0.4765796661,0.6677375546,0.9854626954,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
762,a003596,agreement_457_a003596.wav,457,agreement,279,2,0.0058606383,0.9933615606,0.0032986512,0.0058606539,0.9933660729,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
763,a003598,agreement_457_a003598.wav,457,agreement,280,2,0.4698305318,0.9985811114,0.3998116553,0.4698304593,0.9985826612,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
764,a003595,agreement_457_a003595.wav,457,agreement,281,2,0.0373406031,0.9965978265,0.0194193479,0.0373406414,0.9965995997,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
765,a003602,agreement_457_a003602.wav,457,agreement,282,2,0.0448082905,0.9965787791,0.0267592836,0.0448083628,0.9965814129,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
766,a003662,agreement_461_a003662.wav,461,agreement,283,1,0.3929939712,0.9940764904,0.2281564921,0.3929939623,0.9940786362,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
767,a003672,agreement_461_a003672.wav,461,agreement,284,1,0.4689780044,0.9942902327,0.3140505552,0.4689779694,0.9942915142,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
768,a003660,agreement_461_a003660.wav,461,agreement,285,1,0.7985538400,0.9971009344,0.6150878668,0.7985537340,0.9971020371,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
769,a003662,agreement_461_a003662.wav,461,agreement,286,1,0.3929939712,0.9940764904,0.2281564921,0.3929939623,0.9940786362,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
770,a003717,agreement_463_a003717.wav,463,agreement,287,0,0.0396486156,0.9980607890,0.0206459314,0.0396486266,0.9980615452,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
771,a003717,agreement_463_a003717.wav,463,agreement,288,0,0.0396486156,0.9980607890,0.0206459314,0.0396486266,0.9980615452,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
772,a003727,agreement_464_a003727.wav,464,agreement,289,1,0.0203552997,0.9966467079,0.0150726289,0.0203553316,0.9966480788,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
773,a003724,agreement_464_a003724.wav,464,agreement,290,1,0.1826001338,0.9962979257,0.1259227693,0.1826001598,0.9962994158,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
774,a003727,agreement_464_a003727.wav,464,agreement,291,1,0.0203552997,0.9966467079,0.0150726289,0.0203553316,0.9966480788,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
775,a003762,agreement_465_a003762.wav,465,agreement,292,1,0.0229878117,0.9974585362,0.0154245514,0.0229878394,0.9974598456,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
776,a003774,agreement_465_a003774.wav,465,agreement,293,1,0.0040716078,0.9982739291,0.0037072531,0.0040716133,0.9982745331,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
777,a003773,agreement_465_a003773.wav,465,agreement,294,1,0.0085803259,0.9980764436,0.0067975316,0.0085803388,0.9980771178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
778,a003774,agreement_465_a003774.wav,465,agreement,295,1,0.0040716078,0.9982739291,0.0037072531,0.0040716133,0.9982745331,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
779,a003758,agreement_465_a003758.wav,465,agreement,296,1,0.0276055508,0.9960645195,0.0175768826,0.0276055869,0.9960657824,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
780,a003748,agreement_465_a003748.wav,465,agreement,297,1,0.0159179317,0.9972822536,0.0109023731,0.0159179496,0.9972831197,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
781,a003810,agreement_467_a003810.wav,467,agreement,298,4,0.0132244257,0.9993598470,0.0073458264,0.0132244317,0.9993600948,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
782,a003811,agreement_467_a003811.wav,467,agreement,299,4,0.0116882660,0.9989961814,0.0063883206,0.0116882745,0.9989964915,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
783,a003837,agreement_468_a003837.wav,468,agreement,300,0,0.0851337695,0.9975017533,0.0503306314,0.0851338110,0.9975025803,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
784,a003858,agreement_468_a003858.wav,468,agreement,301,0,0.0901072079,0.9987869412,0.0534033328,0.0901072166,0.9987876713,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
785,a003847,agreement_468_a003847.wav,468,agreement,302,0,0.0140726600,0.9983495101,0.0083157793,0.0140726656,0.9983503018,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
786,a003864,agreement_469_a003864.wav,469,agreement,303,4,0.9770395156,0.9993919600,0.9603611827,0.9770395074,0.9993923344,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
787,a003884,agreement_469_a003884.wav,469,agreement,304,4,0.9978258904,0.9995587117,0.9975656271,0.9978258898,0.9995593096,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
788,a003884,agreement_469_a003884.wav,469,agreement,305,4,0.9978258904,0.9995587117,0.9975656271,0.9978258898,0.9995593096,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
789,a003892,agreement_469_a003892.wav,469,agreement,306,4,0.9859527091,0.9995633075,0.9748211503,0.9859526993,0.9995638011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
790,a003889,agreement_469_a003889.wav,469,agreement,307,4,0.9890177381,0.9997054040,0.9740425944,0.9890177331,0.9997057104,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
791,a003892,agreement_469_a003892.wav,469,agreement,308,4,0.9859527091,0.9995633075,0.9748211503,0.9859526993,0.9995638011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
792,a003904,agreement_470_a003904.wav,470,agreement,309,2,0.0311621244,0.9951562472,0.0141723650,0.0311621324,0.9951574858,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
793,a003909,agreement_470_a003909.wav,470,agreement,310,2,0.0203244130,0.9953132235,0.0118691213,0.0203244228,0.9953207169,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
794,a003909,agreement_470_a003909.wav,470,agreement,311,2,0.0203244130,0.9953132235,0.0118691213,0.0203244228,0.9953207169,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
795,a003905,agreement_470_a003905.wav,470,agreement,312,2,0.4534559070,0.9973228276,0.2814055979,0.4534558647,0.9973238409,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
796,a003916,agreement_470_a003916.wav,470,agreement,313,2,0.8995041000,0.9974537715,0.8267117739,0.8995038098,0.9974560812,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
797,a003928,agreement_471_a003928.wav,471,agreement,314,4,0.2943125305,0.9982869923,0.1561049074,0.2943125408,0.9982877672,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
798,a003934,agreement_471_a003934.wav,471,agreement,315,4,0.0716103626,0.9989037812,0.0446808748,0.0716103822,0.9989044443,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
799,a003919,agreement_471_a003919.wav,471,agreement,316,4,0.3777441608,0.9990957975,0.2509127855,0.3777440654,0.9990966022,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
800,a003938,agreement_472_a003938.wav,472,agreement,317,3,0.9876159737,0.9989457997,0.9777138829,0.9876159559,0.9989465419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
801,a003948,agreement_472_a003948.wav,472,agreement,318,3,0.9108304573,0.9942138493,0.8080672026,0.9108303990,0.9942152873,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
802,a003950,agreement_472_a003950.wav,472,agreement,319,3,0.9932974259,0.9994111848,0.9871788025,0.9932974177,0.9994119732,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
803,a003975,agreement_474_a003975.wav,474,agreement,320,1,0.0140674139,0.9976349389,0.0098598553,0.0140674232,0.9976356737,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
804,a003975,agreement_474_a003975.wav,474,agreement,321,1,0.0140674139,0.9976349389,0.0098598553,0.0140674232,0.9976356737,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
805,a003964,agreement_474_a003964.wav,474,agreement,322,1,0.4538197727,0.9971689880,0.3208213151,0.4538197357,0.9971704483,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
806,a003965,agreement_474_a003965.wav,474,agreement,323,1,0.0116952841,0.9977152953,0.0094857141,0.0116952948,0.9977164520,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
807,a003965,agreement_474_a003965.wav,474,agreement,324,1,0.0116952841,0.9977152953,0.0094857141,0.0116952948,0.9977164520,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
808,a004001,agreement_476_a004001.wav,476,agreement,325,2,0.7050877305,0.9905602932,0.5156199336,0.7050875251,0.9905645549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
809,a004003,agreement_476_a004003.wav,476,agreement,326,2,0.0373837554,0.9957155064,0.0233307686,0.0373838219,0.9957171232,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
810,a004001,agreement_476_a004001.wav,476,agreement,327,2,0.7050877305,0.9905602932,0.5156199336,0.7050875251,0.9905645549,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
811,a004036,agreement_477_a004036.wav,477,agreement,328,0,0.4074437091,0.9989597201,0.2568320036,0.4074435588,0.9989606738,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
812,a004011,agreement_477_a004011.wav,477,agreement,329,0,0.5001447137,0.9991174638,0.3415825069,0.5001446390,0.9991180897,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
813,a004024,agreement_477_a004024.wav,477,agreement,330,0,0.0373390395,0.9983413257,0.0222861879,0.0373390559,0.9983420856,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
814,a004036,agreement_477_a004036.wav,477,agreement,331,0,0.4074437091,0.9989597201,0.2568320036,0.4074435588,0.9989606738,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
815,a004037,agreement_477_a004037.wav,477,agreement,332,0,0.9944686284,0.9994841903,0.9915544391,0.9944686226,0.9994849153,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
816,a004059,agreement_478_a004059.wav,478,agreement,333,1,0.0203478588,0.9979265686,0.0149570871,0.0203478705,0.9979273714,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
817,a004057,agreement_478_a004057.wav,478,agreement,334,1,0.2019794716,0.9965485632,0.1276526302,0.2019794571,0.9965498149,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
818,a004040,agreement_478_a004040.wav,478,agreement,335,1,0.0954443739,0.9975155964,0.0574932769,0.0954443794,0.9975167885,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
819,a004079,agreement_480_a004079.wav,480,agreement,336,3,0.6266471574,0.9965228438,0.4765796661,0.6266468667,0.9965245426,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
820,a004082,agreement_480_a004082.wav,480,agreement,337,3,0.3502196181,0.9953306615,0.2120688111,0.3502195683,0.9953324199,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
821,a004140,agreement_482_a004140.wav,482,agreement,338,0,0.9919418174,0.9994095592,0.9865716696,0.9919418133,0.9994099839,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
822,a004229,agreement_485_a004229.wav,485,agreement,339,4,0.9669102807,0.9990548901,0.9324532747,0.9669102624,0.9990554638,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
823,a004239,agreement_486_a004239.wav,486,agreement,340,3,0.9632965726,0.9987287223,0.9219217896,0.9632965155,0.9987294003,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
824,a004270,agreement_487_a004270.wav,487,agreement,341,2,0.2574385023,0.9945933521,0.1347759217,0.2574382753,0.9945966601,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
825,a004279,agreement_488_a004279.wav,488,agreement,342,1,0.9399740529,0.9972276911,0.8856314421,0.9399740053,0.9972290099,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
826,a004291,agreement_488_a004291.wav,488,agreement,343,1,0.6794442317,0.9976335466,0.5312094092,0.6794441390,0.9976345599,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
827,a004291,agreement_488_a004291.wav,488,agreement,344,1,0.6794442317,0.9976335466,0.5312094092,0.6794441390,0.9976345599,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
828,a004291,agreement_488_a004291.wav,488,agreement,345,1,0.6794442317,0.9976335466,0.5312094092,0.6794441390,0.9976345599,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
829,a004290,agreement_488_a004290.wav,488,agreement,346,1,0.5318289785,0.9935039580,0.3242353797,0.5318289850,0.9935056269,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
830,a004290,agreement_488_a004290.wav,488,agreement,347,1,0.5318289785,0.9935039580,0.3242353797,0.5318289850,0.9935056269,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
831,a004291,agreement_488_a004291.wav,488,agreement,348,1,0.6794442317,0.9976335466,0.5312094092,0.6794441390,0.9976345599,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
832,a004310,agreement_489_a004310.wav,489,agreement,349,1,0.0216261060,0.9977395963,0.0151890498,0.0216261239,0.9977404065,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
833,a004360,agreement_492_a004360.wav,492,agreement,350,0,0.0474364667,0.9989012107,0.0275852848,0.0474364753,0.9989016578,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
834,a004419,agreement_603_a004419.wav,603,agreement,351,3,0.4082838055,0.9923650920,0.2628418505,0.4082832400,0.9923680723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
835,a004412,agreement_603_a004412.wav,603,agreement,352,3,0.7315701600,0.9911529124,0.5467381477,0.7315692847,0.9911555648,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
836,a004415,agreement_603_a004415.wav,603,agreement,353,3,0.9859470956,0.9972779052,0.9820137620,0.9859470588,0.9972786075,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
837,a004419,agreement_603_a004419.wav,603,agreement,354,3,0.4082838055,0.9923650920,0.2628418505,0.4082832400,0.9923680723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
838,a004419,agreement_603_a004419.wav,603,agreement,355,3,0.4082838055,0.9923650920,0.2628418505,0.4082832400,0.9923680723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
839,a004458,agreement_605_a004458.wav,605,agreement,356,4,0.9964069844,0.9998345869,0.9943581223,0.9964069829,0.9998347678,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
840,a004494,agreement_608_a004494.wav,608,agreement,357,4,0.1192968459,0.9989566654,0.0758581758,0.1192968656,0.9989574999,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
841,a004514,agreement_608_a004514.wav,608,agreement,358,4,0.1645418703,0.9982946366,0.0900929943,0.1645418620,0.9982954115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
842,a004514,agreement_608_a004514.wav,608,agreement,359,4,0.1645418703,0.9982946366,0.0900929943,0.1645418620,0.9982954115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
843,a004514,agreement_608_a004514.wav,608,agreement,360,4,0.1645418703,0.9982946366,0.0900929943,0.1645418620,0.9982954115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
844,a004505,agreement_608_a004505.wav,608,agreement,361,4,0.0351467864,0.9990563877,0.0149570871,0.0351467919,0.9990567639,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
845,a004505,agreement_608_a004505.wav,608,agreement,362,4,0.0351467864,0.9990563877,0.0149570871,0.0351467919,0.9990567639,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
846,a004514,agreement_608_a004514.wav,608,agreement,363,4,0.1645418703,0.9982946366,0.0900929943,0.1645418620,0.9982954115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
847,a004547,agreement_609_a004547.wav,609,agreement,364,0,0.9994120233,0.9997730477,0.9992903471,0.9994120226,0.9997735852,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
848,a004521,agreement_609_a004521.wav,609,agreement,365,0,0.9937356873,0.9995343559,0.9914224744,0.9937356793,0.9995350838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
849,a004524,agreement_609_a004524.wav,609,agreement,366,0,0.9951025496,0.9997221082,0.9938070178,0.9951025470,0.9997225301,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
850,a004543,agreement_609_a004543.wav,609,agreement,367,0,0.9953910087,0.9994802386,0.9920619726,0.9953910037,0.9994807825,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
