key,model,dataset,stream/arm,value,lo,hi,n,n_spk,estimator,file,source_table,verified_tonight,stream,arm,status,status_note,description,is_delta,file_exists,file_as_recorded,path_rewritten,row_id,metric,level
Qwen2.5-Omni|pitt|projector_ft|agreement,Qwen2.5-Omni,pitt,projector_ft/agreement,0.8593,,,322,175,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",<local data dir>/release/omni_final/omnisft_pitt_oof.csv,part12_handcheck,yes,projector_ft,agreement,current,,hc_pitt_sft_agreement,no,yes,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,no,handcheck_values.csv:14,auc,clip
age|pitt|age_gap_years|all,age,pitt,age_gap_years/all,6.5763,,,468,,"Pitt 468 segments, clip-level mean age dementia 71.74 minus control 65.17",<local data dir>/DementiaBank/pitt_conflict_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pitt468_age_gap_clip,yes,yes,<local data dir>/DementiaBank/pitt_conflict_manifest.csv,no,handcheck_values.csv:15,auc,clip
age|pitt|age_gap_years|all,age,pitt,age_gap_years/all,7.5386,,,468,228,"Pitt 468 segments, speaker-level (mean age per speaker id 'spk'+group) dementia 72.21 minus control 64.67",<local data dir>/DementiaBank/pitt_conflict_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,"hc_pitt468_age_gap_speaker | speaker key = (group, spk); participant 172 appears in both groups (PART17 T3 note)",yes,yes,<local data dir>/DementiaBank/pitt_conflict_manifest.csv,no,handcheck_values.csv:16,auc,speaker
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,6.5318,,,549,292,"all Pitt cookie recordings in pitt_manifest.csv (all_dx), recording-level dementia 71.42 minus control 64.89",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_rec_all_dx,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:17,auc,clip
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,6.5471,,,549,292,"all Pitt cookie recordings (all_dx), speaker-level mean-of-visits dementia 71.50 minus control 64.95",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_spk_all_dx,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:18,auc,speaker
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,7.1003,,,549,292,"all Pitt cookie recordings (all_dx), speaker-level age at first listed visit, dementia minus control",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_first_all_dx,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:19,auc,speaker
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,6.8992,,,498,267,"all Pitt cookie recordings in pitt_manifest.csv (probable_possible_AD), recording-level dementia 71.79 minus control 64.89",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_rec_probable_possible_AD,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:20,auc,clip
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,7.2317,,,498,267,"all Pitt cookie recordings (probable_possible_AD), speaker-level mean-of-visits dementia 72.18 minus control 64.95",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_spk_probable_possible_AD,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:21,auc,speaker
age|pitt_cookie_all|age_gap_years|all,age,pitt_cookie_all,age_gap_years/all,7.8222,,,498,267,"all Pitt cookie recordings (probable_possible_AD), speaker-level age at first listed visit, dementia minus control",<local data dir>/DementiaBank/pitt_manifest.csv,part12_handcheck,yes,age_gap_years,all,current,,hc_pittall_cookie_age_gap_first_probable_possible_AD,yes,yes,<local data dir>/DementiaBank/pitt_manifest.csv,no,handcheck_values.csv:22,auc,speaker
eGeMAPS|pcgita|egemaps|all,eGeMAPS,pcgita,egemaps/all,0.8332,,,1100,100,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8332)",<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_pcgita,no,yes,<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,no,handcheck_values.csv:23,auc,clip
eGeMAPS|neurovoz|egemaps|all,eGeMAPS,neurovoz,egemaps/all,0.8439,,,1270,107,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8439)",<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_neurovoz,no,yes,<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,no,handcheck_values.csv:24,auc,clip
eGeMAPS|kcl|egemaps|all,eGeMAPS,kcl,egemaps/all,0.7411,,,37,37,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7411)",<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_kcl,no,yes,<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,no,handcheck_values.csv:25,auc,clip
eGeMAPS|pitt|egemaps|all,eGeMAPS,pitt,egemaps/all,0.6547,,,468,228,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.6547)",<local data dir>/release/overnight/perclip/egemaps_pitt_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_pitt,no,yes,<local data dir>/release/overnight/perclip/egemaps_pitt_oof.csv,no,handcheck_values.csv:26,auc,clip
eGeMAPS|adresso|egemaps|all,eGeMAPS,adresso,egemaps/all,0.6942,,,237,237,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.6942)",<local data dir>/release/overnight/perclip/egemaps_adresso_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_adresso,no,yes,<local data dir>/release/overnight/perclip/egemaps_adresso_oof.csv,no,handcheck_values.csv:27,auc,clip
eGeMAPS|adress2020|egemaps|all,eGeMAPS,adress2020,egemaps/all,0.7122,,,156,156,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7122)",<local data dir>/release/overnight/perclip/egemaps_adress2020_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_adress2020,no,yes,<local data dir>/release/overnight/perclip/egemaps_adress2020_oof.csv,no,handcheck_values.csv:28,auc,clip
eGeMAPS|edaic|egemaps|all,eGeMAPS,edaic,egemaps/all,0.5309,,,275,275,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.5309)",<local data dir>/release/overnight/perclip/egemaps_edaic_oof.csv,part12_handcheck,yes,egemaps,all,current,,hc_egemaps_edaic,no,yes,<local data dir>/release/overnight/perclip/egemaps_edaic_oof.csv,no,handcheck_values.csv:29,auc,clip
Qwen2.5-Omni|pcgita|encoder_probe|all,Qwen2.5-Omni,pcgita,encoder_probe/all,0.8941,,,1100,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_pcgita_enc,no,yes,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,no,handcheck_values.csv:30,auc,clip
Qwen2.5-Omni|pcgita|lm_probe|all,Qwen2.5-Omni,pcgita,lm_probe/all,0.8616,,,1100,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_pcgita_llm,no,yes,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,no,handcheck_values.csv:31,auc,clip
Qwen2.5-Omni|pcgita|answer_state_probe|all,Qwen2.5-Omni,pcgita,answer_state_probe/all,0.8502,,,1100,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_pcgita_ans,no,yes,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,no,handcheck_values.csv:32,auc,clip
Qwen2.5-Omni|pcgita|projector_probe|all,Qwen2.5-Omni,pcgita,projector_probe/all,0.8685,,,1100,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_pcgita_proj,no,yes,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,no,handcheck_values.csv:33,auc,clip
Qwen2.5-Omni|neurovoz|encoder_probe|all,Qwen2.5-Omni,neurovoz,encoder_probe/all,0.9213,,,1270,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_neurovoz_enc,no,yes,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,no,handcheck_values.csv:34,auc,clip
Qwen2.5-Omni|neurovoz|lm_probe|all,Qwen2.5-Omni,neurovoz,lm_probe/all,0.9264,,,1270,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_neurovoz_llm,no,yes,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,no,handcheck_values.csv:35,auc,clip
Qwen2.5-Omni|neurovoz|answer_state_probe|all,Qwen2.5-Omni,neurovoz,answer_state_probe/all,0.8895,,,1270,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_neurovoz_ans,no,yes,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,no,handcheck_values.csv:36,auc,clip
Qwen2.5-Omni|neurovoz|projector_probe|all,Qwen2.5-Omni,neurovoz,projector_probe/all,0.9092,,,1270,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_neurovoz_proj,no,yes,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,no,handcheck_values.csv:37,auc,clip
Qwen2.5-Omni|kcl|encoder_probe|all,Qwen2.5-Omni,kcl,encoder_probe/all,0.7506,,,37,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_kcl_enc,no,yes,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,no,handcheck_values.csv:38,auc,clip
Qwen2.5-Omni|kcl|lm_probe|all,Qwen2.5-Omni,kcl,lm_probe/all,0.622,,,37,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_kcl_llm,no,yes,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,no,handcheck_values.csv:39,auc,clip
Qwen2.5-Omni|kcl|answer_state_probe|all,Qwen2.5-Omni,kcl,answer_state_probe/all,0.5833,,,37,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_kcl_ans,no,yes,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,no,handcheck_values.csv:40,auc,clip
Qwen2.5-Omni|kcl|projector_probe|all,Qwen2.5-Omni,kcl,projector_probe/all,0.6548,,,37,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_kcl_proj,no,yes,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,no,handcheck_values.csv:41,auc,clip
Qwen2.5-Omni|pitt|encoder_probe|all,Qwen2.5-Omni,pitt,encoder_probe/all,0.7761,,,468,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,SUPERSEDED,"S1: Pitt encoder probe from single-split OOF csv or the 0.7761 json mean; current is the part10 5-repeat mean 0.7706 (master_lookup row 126, DISCREPANCIES M7/POD4 entries)",hc_nested_Qwen2.5-Omni_pitt_enc | SUPERSEDED by the part10 5-repeat npz mean (0.7706); master_lookup row 126,no,yes,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,no,handcheck_values.csv:42,auc,clip
Qwen2.5-Omni|pitt|lm_probe|all,Qwen2.5-Omni,pitt,lm_probe/all,0.8032,,,468,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_pitt_llm,no,yes,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,no,handcheck_values.csv:43,auc,clip
Qwen2.5-Omni|pitt|answer_state_probe|all,Qwen2.5-Omni,pitt,answer_state_probe/all,0.7636,,,468,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_pitt_ans,no,yes,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,no,handcheck_values.csv:44,auc,clip
Qwen2.5-Omni|pitt|projector_probe|all,Qwen2.5-Omni,pitt,projector_probe/all,0.7507,,,468,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_pitt_proj,no,yes,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,no,handcheck_values.csv:45,auc,clip
Qwen2.5-Omni|adresso|encoder_probe|all,Qwen2.5-Omni,adresso,encoder_probe/all,0.8752,,,237,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_adresso_enc,no,yes,<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,no,handcheck_values.csv:46,auc,clip
Qwen2.5-Omni|adresso|lm_probe|all,Qwen2.5-Omni,adresso,lm_probe/all,0.9048,,,237,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_adresso_llm,no,yes,<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,no,handcheck_values.csv:47,auc,clip
Qwen2.5-Omni|adresso|answer_state_probe|all,Qwen2.5-Omni,adresso,answer_state_probe/all,0.8593,,,237,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_adresso_ans,no,yes,<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,no,handcheck_values.csv:48,auc,clip
Qwen2.5-Omni|adresso|projector_probe|all,Qwen2.5-Omni,adresso,projector_probe/all,0.8612,,,237,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_adresso_proj,no,yes,<local data dir>/release/omni_final/omni_adresso_nested_repeats.json,no,handcheck_values.csv:49,auc,clip
Qwen2.5-Omni|adress2020|encoder_probe|all,Qwen2.5-Omni,adress2020,encoder_probe/all,0.8043,,,156,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_adress2020_enc,no,yes,<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,no,handcheck_values.csv:50,auc,clip
Qwen2.5-Omni|adress2020|lm_probe|all,Qwen2.5-Omni,adress2020,lm_probe/all,0.8511,,,156,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_adress2020_llm,no,yes,<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,no,handcheck_values.csv:51,auc,clip
Qwen2.5-Omni|adress2020|answer_state_probe|all,Qwen2.5-Omni,adress2020,answer_state_probe/all,0.8217,,,156,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_adress2020_ans,no,yes,<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,no,handcheck_values.csv:52,auc,clip
Qwen2.5-Omni|adress2020|projector_probe|all,Qwen2.5-Omni,adress2020,projector_probe/all,0.8097,,,156,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_adress2020_proj,no,yes,<local data dir>/release/omni_final/omni_adress2020_nested_repeats.json,no,handcheck_values.csv:53,auc,clip
Qwen2.5-Omni|edaic|encoder_probe|all,Qwen2.5-Omni,edaic,encoder_probe/all,0.5966,,,275,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_enc,no,yes,<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,no,handcheck_values.csv:54,auc,clip
Qwen2.5-Omni|edaic|lm_probe|all,Qwen2.5-Omni,edaic,lm_probe/all,0.4939,,,275,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_llm,no,yes,<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,no,handcheck_values.csv:55,auc,clip
Qwen2.5-Omni|edaic|answer_state_probe|all,Qwen2.5-Omni,edaic,answer_state_probe/all,0.6146,,,275,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_ans,no,yes,<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,no,handcheck_values.csv:56,auc,clip
Qwen2.5-Omni|edaic|projector_probe|all,Qwen2.5-Omni,edaic,projector_probe/all,0.5041,,,275,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_proj,no,yes,<local data dir>/release/omni_final/omni_edaic_nested_repeats.json,no,handcheck_values.csv:57,auc,clip
Qwen2.5-Omni|edaic_full|encoder_probe|all,Qwen2.5-Omni,edaic_full,encoder_probe/all,0.593,,,275,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,SUPERSEDED,"master/SUPERSEDED.csv row 5 (2026-09-23): as the source of the Qwen2.5-Omni edaic_full LM probe (0.6853) and encoder probe (0.5930) only, both mean of 5 repeats from the original run; replaced by the POD2 rebuild averaged-probability AUCs 0.7088 / 0.5916 (mean-o -> scores/part16/EDAICFULL/edaic_full_perclip.csv",hc_nested_Qwen2.5-Omni_edaic_full_enc,no,yes,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,no,handcheck_values.csv:58,auc,clip
Qwen2.5-Omni|edaic_full|lm_probe|all,Qwen2.5-Omni,edaic_full,lm_probe/all,0.6853,,,275,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,part12_handcheck,yes,lm_probe,all,SUPERSEDED,"master/SUPERSEDED.csv row 5 (2026-09-23): as the source of the Qwen2.5-Omni edaic_full LM probe (0.6853) and encoder probe (0.5930) only, both mean of 5 repeats from the original run; replaced by the POD2 rebuild averaged-probability AUCs 0.7088 / 0.5916 (mean-o -> scores/part16/EDAICFULL/edaic_full_perclip.csv",hc_nested_Qwen2.5-Omni_edaic_full_llm,no,yes,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,no,handcheck_values.csv:59,auc,clip
Qwen2.5-Omni|edaic_full|answer_state_probe|all,Qwen2.5-Omni,edaic_full,answer_state_probe/all,0.7542,,,275,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_full_ans,no,yes,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,no,handcheck_values.csv:60,auc,clip
Qwen2.5-Omni|edaic_full|projector_probe|all,Qwen2.5-Omni,edaic_full,projector_probe/all,0.5293,,,275,,"five split nested, mean of 1 repeats (json field proj.mean)",<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,part12_handcheck,yes,projector_probe,all,current,,hc_nested_Qwen2.5-Omni_edaic_full_proj,no,yes,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,no,handcheck_values.csv:61,auc,clip
Qwen2-Audio|pcgita|encoder_probe|all,Qwen2-Audio,pcgita,encoder_probe/all,0.9097,,,1100,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2-Audio_pcgita_enc,no,yes,<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,no,handcheck_values.csv:62,auc,clip
Qwen2-Audio|pcgita|lm_probe|all,Qwen2-Audio,pcgita,lm_probe/all,0.8309,,,1100,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2-Audio_pcgita_llm,no,yes,<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,no,handcheck_values.csv:63,auc,clip
Qwen2-Audio|pcgita|answer_state_probe|all,Qwen2-Audio,pcgita,answer_state_probe/all,0.8448,,,1100,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2-Audio_pcgita_ans,no,yes,<local data dir>/release/omni_final/q2a_pcgita_nested_repeats.json,no,handcheck_values.csv:64,auc,clip
Qwen2-Audio|neurovoz|encoder_probe|all,Qwen2-Audio,neurovoz,encoder_probe/all,0.9324,,,1270,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2-Audio_neurovoz_enc,no,yes,<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,no,handcheck_values.csv:65,auc,clip
Qwen2-Audio|neurovoz|lm_probe|all,Qwen2-Audio,neurovoz,lm_probe/all,0.8904,,,1270,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2-Audio_neurovoz_llm,no,yes,<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,no,handcheck_values.csv:66,auc,clip
Qwen2-Audio|neurovoz|answer_state_probe|all,Qwen2-Audio,neurovoz,answer_state_probe/all,0.8808,,,1270,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2-Audio_neurovoz_ans,no,yes,<local data dir>/release/omni_final/q2a_neurovoz_nested_repeats.json,no,handcheck_values.csv:67,auc,clip
Qwen2-Audio|kcl|encoder_probe|all,Qwen2-Audio,kcl,encoder_probe/all,0.7714,,,37,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2-Audio_kcl_enc,no,yes,<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,no,handcheck_values.csv:68,auc,clip
Qwen2-Audio|kcl|lm_probe|all,Qwen2-Audio,kcl,lm_probe/all,0.625,,,37,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2-Audio_kcl_llm,no,yes,<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,no,handcheck_values.csv:69,auc,clip
Qwen2-Audio|kcl|answer_state_probe|all,Qwen2-Audio,kcl,answer_state_probe/all,0.7702,,,37,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2-Audio_kcl_ans,no,yes,<local data dir>/release/omni_final/q2a_kcl_nested_repeats.json,no,handcheck_values.csv:70,auc,clip
Qwen2-Audio|pitt|encoder_probe|all,Qwen2-Audio,pitt,encoder_probe/all,0.7846,,,468,,"five split nested, mean of 5 repeats (json field enc.mean)",<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,part12_handcheck,yes,encoder_probe,all,current,,hc_nested_Qwen2-Audio_pitt_enc,no,yes,<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,no,handcheck_values.csv:71,auc,clip
Qwen2-Audio|pitt|lm_probe|all,Qwen2-Audio,pitt,lm_probe/all,0.838,,,468,,"five split nested, mean of 5 repeats (json field llm.mean)",<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,part12_handcheck,yes,lm_probe,all,current,,hc_nested_Qwen2-Audio_pitt_llm,no,yes,<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,no,handcheck_values.csv:72,auc,clip
Qwen2-Audio|pitt|answer_state_probe|all,Qwen2-Audio,pitt,answer_state_probe/all,0.8253,,,468,,"five split nested, mean of 5 repeats (json field ans.mean)",<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,part12_handcheck,yes,answer_state_probe,all,current,,hc_nested_Qwen2-Audio_pitt_ans,no,yes,<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,no,handcheck_values.csv:73,auc,clip
