order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
other,136,"Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher (Table \reftab:main).",0.56 and 0.71,0.5635 to 0.7143,omni_adress2020_zeroshot.json ; omni_adresso_zeroshot.json ; omni_kcl_zeroshot.json ; omni_neurovoz_zeroshot.json ; omni_pcgita_zeroshot.json ; omni_pitt_zeroshot.json,"Qwen2.5-Omni zero_shot, PD+AD",MATCH,,"range matches SET 'Qwen2.5-Omni zero_shot, PD+AD': min 0.5635 (pcgita) max 0.7143 (kcl); members: pcgita 0.5635; neurovoz 0.6951; kcl 0.7143; pitt 0.6578; adresso 0.6150; adress2020 0.6241; compatible sets that do NOT match: Qwen2.5-Omni zero_shot, PD+AD without MDVR-KCL gives 0.56 to 0.70",,no,range,Audio LLM performance,L136_139,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,140,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",0.87,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers",MATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; respectively mapping, stream from previous sentence]; tier current; same-tier values that round differently: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Audio LLM performance,L140_221,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,140,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",0.86,0.8565,<local data dir>/release/edaic_rerun/variants/af3_full.json,"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers",MATCH,,"context [model=Audio Flamingo 3; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; respectively mapping, stream from previous sentence]; tier current; same-tier values that round differently: 0.5975 (edaic zero shot, 30 s window, current), 0.6949 (edaic_mid30 zero shot answer, current), 0.6949 (edaic_mid30 zero shot, mid-recording 30 s window fro, current), 0.8374 (edaic_mid300 zero shot answer, current)",current,no,point,Audio LLM performance,L140_230,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,140,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",30,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Audio LLM performance,L140_290,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,140,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",0.63,0.633,<local data dir>/release/edaic_rerun/variants/q2a_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers",MATCH,,"context [model=Qwen2-Audio; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; stream from previous sentence]; tier current; same-tier values that round differently: 0.6464 (edaic zero shot answer, rank AUC recomputed he, current), 0.6464 (edaic zero shot, current), 0.6891 (edaic_mid30 zero shot answer, current), 0.6891 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Audio LLM performance,L140_306,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",708,708,<local data dir>/release/edaic_rerun/pitt_all_segments.csv,"speaking rate alone, clip-level rank AUC, direction-free max(auc, 1-auc) (raw auc 0.3030), all708 segments",MATCH,,count: 11 index rows for pitt_all carry n = 708 (e.g. handcheck_values.csv:144),current,no,integer,Probing Results,L149_350,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",0.80,0.7968,<local data dir>/release/edaic_rerun/pitt_all/o25_pitt_all_nested_repeats.json,"five split nested, mean of 5 repeats, all three text-probability tertiles kept, merged consecutive *PAR: segments >= 30 s, 708 clips / 266 speakers",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt_all; stream=encoder_probe; arm=all]; tier current,current,no,point,Probing Results,L149_418,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",0.67,0.6695,<local data dir>/release/edaic_rerun/pitt_all/o25_pitt_all_zeroshot.json,"zero shot, all three text-probability tertiles kept, merged consecutive *PAR: segments >= 30 s, 708 clips / 266 speakers",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt_all; stream=zero_shot; arm=all]; tier current,current,no,point,Probing Results,L149_448,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.",0.87,0.865,<local data dir>/release/edaic_rerun/confounds/confound_auc.csv,"recording-only feature quiet_centroid_hz, speaker-level AUC, direction-free strength max(auc, 1-auc)",MATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=confound; arm=all]; tier current; same-tier values that round differently: 0.5252 (neurovoz recording-only feature loudness_db, spea, current), 0.6724 (neurovoz recording-only feature dur_s, speaker-le, current), 0.6965 (neurovoz recording-only feature noise_floor_db, s, current), 0.7161 (neurovoz recording-only feature snr_db, speaker-l, current)",current,no,point,Probing Results,L149_755,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.",0.69,0.6872,<local data dir>/release/edaic_rerun/confounds/confound_auc.csv,"recording-only feature noise_floor_db, speaker-level AUC, direction-free strength max(auc, 1-auc)",MATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=confound; arm=all]; tier current; same-tier values that round differently: 0.5712 (pcgita recording-only feature dur_s, speaker-le, current), 0.5936 (pcgita recording-only feature quiet_rolloff85_h, current), 0.5952 (pcgita recording-only feature quiet_tilt_db_per, current), 0.6024 (pcgita recording-only feature quiet_centroid_hz, current)",current,no,point,Probing Results,L149_802,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,Age alone separates the Pitt groups at 0.71.,0.71,0.7111,<local data dir>/DementiaBank/pitt_manifest.csv,"age alone, clip level, full",MATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=age_alone; arm=all]; tier current; same-tier values that round differently: 0.7015 (pitt age_alone, clip level, full468 (Sep 19 a, current)",current,no,point,Probing Results,L149_1141,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,149,Removing the readout direction from the state leaves the probe at 0.77.,0.77,0.7662,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=answer_state_probe_minus_readout; arm=all]; tier current; same-tier values that round differently: 0.6478 (edaic readout direction (d_weighted), part10, current)",current,no,point,Probing Results,L149_1788,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,168,Qwen2-Audio | Depression Conflict :: Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,0.23,0.228,<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv,Qwen2-Audio | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Qwen2-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L168_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,168,Qwen2-Audio | Depression Agree. :: Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,0.96,0.9608,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen2-Audio audio agreement NEW 311 distinct,MATCH,,"context [model=Qwen2-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9478 (edaic_conflict_v2 E-DAIC Table 2 Qwen2-Audio audio agreeme, CONTESTED), 0.9478 (edaic_conflict_v2 Qwen2-Audio | A_edaic_part14 | agreement, CONTESTED), 0.9478 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L168_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,168,Qwen2-Audio | Alzheimer's Conflict :: Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,0.41,0.4132,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,Qwen2-Audio | B_pitt | conflict | src=primary,MATCH,,context [model=Qwen2-Audio; data=pitt; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L168_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,168,Qwen2-Audio | Alzheimer's Agree. :: Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,0.70,0.6985,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,Qwen2-Audio | B_pitt | agreement | src=primary,MATCH,,context [model=Qwen2-Audio; data=pitt; stream=zero_shot; arm=agreement]; tier current,current,no,point,Conflict Test Results,L168_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,169,Qwen2.5-Omni | Depression Conflict :: Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,0.22,0.2218,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,"context [model=Qwen2.5-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current; same-tier values that round differently: 0.1759 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , current), 0.2392 (edaic_conflict_v2 1b prompt wording 3, Omni audio conflict, current), 0.3439 (edaic_conflict_v2 1b prompt wording 2, Omni audio conflict, current)",current,no,point,Conflict Test Results,L169_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,169,Qwen2.5-Omni | Depression Agree. :: Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,0.96,0.9647,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen2.5-Omni audio agreement NEW 311 distinct,MATCH,,"context [model=Qwen2.5-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9119 (edaic_conflict_v2 1b prompt wording 2, Omni audio agreemen, CONTESTED), 0.9311 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , CONTESTED), 0.9442 (edaic_conflict_v2 1b prompt wording 3, Omni audio agreemen, CONTESTED), 0.9482 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni audio agreem, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L169_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,169,Qwen2.5-Omni | Alzheimer's Conflict :: Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,0.53,0.5322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=conflict]; tier current; same-tier values that round differently: 0.5408 (pitt Pitt arm B zero-shot AUC, conflict arm, current)",current,no,point,Conflict Test Results,L169_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,169,Qwen2.5-Omni | Alzheimer's Agree. :: Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,0.71,0.7054,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=agreement]; tier current; same-tier values that round differently: 0.6952 (pitt Pitt arm A zero-shot AUC, agreement arm, current), 0.8007 (pitt Pitt arm B zero-shot AUC, agreement arm, current)",current,no,point,Conflict Test Results,L169_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,170,Qwen3-Omni | Depression Conflict :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.30,0.3008,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L170_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,170,Qwen3-Omni | Depression Agree. :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.97,0.9727,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen3-Omni-30B-A3B audio agreement NEW 311 distinct,MATCH,,"context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9638 (edaic_conflict_v2 E-DAIC Table 2 Qwen3-Omni-30B-A3B audio , CONTESTED), 0.9638 (edaic_conflict_v2 Qwen3-Omni-30B-A3B | A_edaic_part14 | ag, CONTESTED), 0.9638 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L170_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,170,Qwen3-Omni | Alzheimer's Conflict :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.61,0.6066,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | conflict | src=primary,MATCH,,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L170_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,170,Qwen3-Omni | Alzheimer's Agree. :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.82,0.8231,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | agreement | src=primary,MATCH,,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=agreement]; tier current,current,no,point,Conflict Test Results,L170_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,171,Audio Flamingo 2 | Depression Conflict :: Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,0.53,0.5286,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,Audio Flamingo 2 | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L171_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,171,Audio Flamingo 2 | Depression Agree. :: Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,0.63,0.6297,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Audio Flamingo 2 audio agreement NEW 311 distinct,MATCH,,"context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.6083 (edaic_conflict_v2 Audio Flamingo 2 | A_edaic_part14 | agre, CONTESTED), 0.6083 (edaic_conflict_v2 E-DAIC Table 2 Audio Flamingo 2 audio ag, CONTESTED), 0.6083 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L171_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,171,Audio Flamingo 2 | Alzheimer's Conflict :: Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,0.63,0.631,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23) [SUPERSED",MATCH,,context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L171_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,171,Audio Flamingo 2 | Alzheimer's Agree. :: Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,0.55,0.5544,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23); the dec",MATCH,,context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=agreement]; tier current,current,no,point,Conflict Test Results,L171_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,172,Audio Flamingo 3 | Depression Conflict :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.42,0.4235,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Audio Flamingo 3; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L172_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,172,Audio Flamingo 3 | Depression Agree. :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.81,0.8095,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary,MATCH,,"context [model=Audio Flamingo 3; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.8425 (edaic_conflict_v2 E-DAIC Table 2 Audio Flamingo 3 audio ag, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",CONTESTED,no,point,Conflict Test Results,L172_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,172,Audio Flamingo 3 | Alzheimer's Conflict :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.61,0.6169,<local data dir>/release/overnight2/part3/af3_pitt.csv,Audio Flamingo 3 | B_pitt | conflict | src=primary,MISMATCH,,"context [model=Audio Flamingo 3; data=pitt; stream=zero_shot; arm=conflict]; best current candidate Audio Flamingo 3|pitt|zero_shot|conflict = 0.6169 (Audio Flamingo 3 | B_pitt | conflict | src=primary) rounds to 0.62; same-tier values: 0.6169 (pitt Audio Flamingo 3 | B_pitt | conflict | s, current), 0.6169 (pitt Pitt conflict arm AUC, current), 0.6169 (pitt zero shot answer, current); paper value equals lower-tier ALT Audio Flamingo 3|pitt|zero_shot|conflict = 0.6075 (af3_pitt.csv)",current,no,point,Conflict Test Results,L172_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,172,Audio Flamingo 3 | Alzheimer's Agree. :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.59,0.5822,<local data dir>/release/overnight2/part3/af3_pitt.csv,Audio Flamingo 3 | B_pitt | agreement | src=primary,MISMATCH,,"context [model=Audio Flamingo 3; data=pitt; stream=zero_shot; arm=agreement]; best current candidate Audio Flamingo 3|pitt|zero_shot|agreement = 0.5822 (Audio Flamingo 3 | B_pitt | agreement | src=primary) rounds to 0.58; same-tier values: 0.5822 (pitt Audio Flamingo 3 | B_pitt | agreement | , current), 0.5822 (pitt Pitt agreement arm AUC, current), 0.5822 (pitt zero shot answer, current); paper value equals lower-tier ALT Audio Flamingo 3|pitt|zero_shot|agreement = 0.5855 (af3_pitt.csv)",current,no,point,Conflict Test Results,L172_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,173,Kimi-Audio | Depression Conflict :: Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,0.53,0.5258,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,Kimi-Audio | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Kimi-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L173_34,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,173,Kimi-Audio | Depression Agree. :: Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,0.89,0.8936,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Kimi-Audio audio agreement NEW 311 distinct,MATCH,,"context [model=Kimi-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.8744 (edaic_conflict_v2 E-DAIC Table 2 Kimi-Audio audio agreemen, CONTESTED), 0.8744 (edaic_conflict_v2 Kimi-Audio | A_edaic_part14 | agreement , CONTESTED), 0.8744 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L173_41,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,173,Kimi-Audio | Alzheimer's Conflict :: Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,0.72,0.7197,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-",MATCH,,context [model=Kimi-Audio; data=pitt; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L173_48,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,173,Kimi-Audio | Alzheimer's Agree. :: Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,0.72,0.7227,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09",MATCH,,context [model=Kimi-Audio; data=pitt; stream=zero_shot; arm=agreement]; tier current,current,no,point,Conflict Test Results,L173_55,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,180,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",four,,,,MATCH,,"count of models with conflict-arm AUC < 0.5 (M8/T1 primary files): edaic_conflict_v2: 4 of 6 (Qwen2-Audio 0.2280, Qwen2.5-Omni 0.2218, Qwen3-Omni 0.3008, Audio Flamingo 3 0.4235)",,no,word,Conflict Test Results,L180_437,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,180,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",0.80,0.8095,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary,MATCH,,"bound claim (above 0.80): min over 24 compatible values is 0.8095 (Audio Flamingo 3|edaic_conflict_v2|zero_shot|agreement, Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary)",CONTESTED,no,point,Conflict Test Results,L180_575,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,180,"On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table \reftab:conflict).",0.18 to 0.29,0.1800 to 0.2900,omni_pitt_zeroshot_scores.csv ; pitt_zeroshot_scores.csv ; q3o_pitt_zeroshot_scores.csv,"Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells",MATCH,,"range matches SET 'Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells': min 0.1800 (Qwen2.5-Omni) max 0.2900 (Qwen2-Audio); members: Qwen2-Audio 0.2900; Qwen2.5-Omni 0.1800; Qwen3-Omni 0.2100; compatible sets that do NOT match: Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8) gives 0.17 to 0.29",,no,range,Conflict Test Results,L180_1698,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
other,226,"After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table \reftab:main).",37,37,<local data dir>/release/omni_final/omnisft_kcl_oof.csv,"projector only fine tune, 5 fold out of fold",MATCH,,count: 88 index rows for kcl carry n_spk/n = 37 (e.g. bootstrap_cis.csv:157),current,no,integer,Supervised Fine-tuning,L226_262,,<local data dir>/paper1_final/AudioLLMHealthUtilityGap.tex
